"source","target","source_description","target_description","contingency"
"RQ","CM","Yes/no question or suggestion about hearer's wishes and intentions","Commiserate express sympathy for hearer's distress.",0
"RQ","CN","Yes/no question or suggestion about hearer's wishes and intentions","Count.",0
"RQ","CR","Yes/no question or suggestion about hearer's wishes and intentions","Criticize or point out error in nonverbal act.",0
"RQ","CS","Yes/no question or suggestion about hearer's wishes and intentions","Counter-suggestion/ an indirect refusal.",0
"RQ","CT","Yes/no question or suggestion about hearer's wishes and intentions","Correct provide correct verbal form in place of erroneous one.",1
"RQ","DC","Yes/no question or suggestion about hearer's wishes and intentions","Create a new state of affairs by declaration",0
"RQ","DP","Yes/no question or suggestion about hearer's wishes and intentions","Declare make-believe reality.",0
"RQ","DS","Yes/no question or suggestion about hearer's wishes and intentions","Disapprove scold protest disruptive behavior.",0
"RQ","DW","Yes/no question or suggestion about hearer's wishes and intentions","Disagree with proposition expressed by previous speaker.",1
"RQ","EA","Yes/no question or suggestion about hearer's wishes and intentions","Elicit onomatopoeic or animal sounds.",0
"RQ","EC","Yes/no question or suggestion about hearer's wishes and intentions","Elicit completion of word or sentence.",0
"RQ","ED","Yes/no question or suggestion about hearer's wishes and intentions","Exclaim in disapproval.",1
"RQ","EI","Yes/no question or suggestion about hearer's wishes and intentions","Elicit imitation of word or sentence by modelling or by explicit command",0
"RQ","EM","Yes/no question or suggestion about hearer's wishes and intentions","Exclaim in distress pain.",1
"RQ","EQ","Yes/no question or suggestion about hearer's wishes and intentions","Eliciting question (e.g. hmm?).",1
"RQ","ET","Yes/no question or suggestion about hearer's wishes and intentions","Express enthusiasm for hearer's performance.",0
"RQ","EX","Yes/no question or suggestion about hearer's wishes and intentions","Elicit completion of rote-learned text.",0
"RQ","FP","Yes/no question or suggestion about hearer's wishes and intentions","Ask for permission to carry out act.",0
"RQ","GR","Yes/no question or suggestion about hearer's wishes and intentions","Give reason/ justify a request for an action refusal or prohibition",0
"RQ","MK","Yes/no question or suggestion about hearer's wishes and intentions","Mark occurrence of event (thank greet apologize congratulate etc.).",0
"RQ","OO","Yes/no question or suggestion about hearer's wishes and intentions","Unintelligible vocalization.",0
"RQ","PA","Yes/no question or suggestion about hearer's wishes and intentions","Permit hearer to perform act.",0
"RQ","PD","Yes/no question or suggestion about hearer's wishes and intentions","Promise.",0
"RQ","PF","Yes/no question or suggestion about hearer's wishes and intentions","Prohibit/forbid/protest hearer's performance of an act",0
"RQ","PM","Yes/no question or suggestion about hearer's wishes and intentions","Praise for motor acts i.e for nonverbal behavior.",1
"RQ","PR","Yes/no question or suggestion about hearer's wishes and intentions","Perform verbal move in game.",0
"RQ","QN","Yes/no question or suggestion about hearer's wishes and intentions","Ask a product-question (wh-question)",0
"RQ","RD","Yes/no question or suggestion about hearer's wishes and intentions","Refuse to carry out an act requested or proposed by other.",1
"RQ","RP","Yes/no question or suggestion about hearer's wishes and intentions","Request propose or suggest an action for hearer or for hearer and speaker.",0
"RQ","RQ","Yes/no question or suggestion about hearer's wishes and intentions","Yes/no question or suggestion about hearer's wishes and intentions",0
"RQ","RR","Yes/no question or suggestion about hearer's wishes and intentions","Request to repeat utterance.",1
"RQ","RT","Yes/no question or suggestion about hearer's wishes and intentions","Repeat or imitate other's utterance.",0
"RQ","SA","Yes/no question or suggestion about hearer's wishes and intentions","Answer a wh-question with a statement.",0
"RQ","SI","Yes/no question or suggestion about hearer's wishes and intentions","State intent to carry out act by speaker.",0
"RQ","SS","Yes/no question or suggestion about hearer's wishes and intentions","Signal to start performing an act such as running or rolling a ball",0
"RQ","ST","Yes/no question or suggestion about hearer's wishes and intentions","Make a declarative statement.",0
"RQ","TA","Yes/no question or suggestion about hearer's wishes and intentions","Answer a limited-alternative question.",0
"RQ","TO","Yes/no question or suggestion about hearer's wishes and intentions","Mark transfer of object to hearer",0
"RQ","TQ","Yes/no question or suggestion about hearer's wishes and intentions","Ask a limited-alternative yes/no question.",0
"RQ","TX","Yes/no question or suggestion about hearer's wishes and intentions","Read or recite written text aloud.",0
"RQ","WD","Yes/no question or suggestion about hearer's wishes and intentions","Warn of danger.",1
"RQ","XA","Yes/no question or suggestion about hearer's wishes and intentions","Exhibit attentiveness to hearer.",1
"RQ","YA","Yes/no question or suggestion about hearer's wishes and intentions","Answer a question with a yes/no question.",1
"RQ","YD","Yes/no question or suggestion about hearer's wishes and intentions","Agree to a declaration.",0
"RQ","YQ","Yes/no question or suggestion about hearer's wishes and intentions","Ask a yes/no question.",0
"RQ","YY","Yes/no question or suggestion about hearer's wishes and intentions","Make a word-like utterance without clear function.",0
"RR","AA","Request to repeat utterance.","Answer in the affirmative to yes/no question.",0
"RR","AB","Request to repeat utterance.","Approve of appropriate behavior.",0
"RR","AC","Request to repeat utterance.","Answer calls/ show attentiveness to communications.",0
"RR","AD","Request to repeat utterance.","Agree to carry out an act requested or proposed by other.",0
"RR","AN","Request to repeat utterance.","Answer in the negative to yes/no question",0
"RR","AP","Request to repeat utterance.","Agree with proposition or proposal expressed by previous speaker",1
"RR","CL","Request to repeat utterance.","Call attention to hearer by name or by substitute exclamations",0
"RR","CM","Request to repeat utterance.","Commiserate express sympathy for hearer's distress.",0
"RR","CN","Request to repeat utterance.","Count.",0
"RR","CR","Request to repeat utterance.","Criticize or point out error in nonverbal act.",0
"RR","CS","Request to repeat utterance.","Counter-suggestion/ an indirect refusal.",1
"RR","CT","Request to repeat utterance.","Correct provide correct verbal form in place of erroneous one.",1
"RR","DC","Request to repeat utterance.","Create a new state of affairs by declaration",0
"RR","DP","Request to repeat utterance.","Declare make-believe reality.",0
"RR","DS","Request to repeat utterance.","Disapprove scold protest disruptive behavior.",0
"RR","DW","Request to repeat utterance.","Disagree with proposition expressed by previous speaker.",0
"RR","EA","Request to repeat utterance.","Elicit onomatopoeic or animal sounds.",0
"RR","EC","Request to repeat utterance.","Elicit completion of word or sentence.",0
"RR","ED","Request to repeat utterance.","Exclaim in disapproval.",0
"RR","EI","Request to repeat utterance.","Elicit imitation of word or sentence by modelling or by explicit command",0
"RR","ET","Request to repeat utterance.","Express enthusiasm for hearer's performance.",0
"RR","FP","Request to repeat utterance.","Ask for permission to carry out act.",0
"RR","GI","Request to repeat utterance.","Give in/ accept other's insistence or refusal.",0
"RR","GR","Request to repeat utterance.","Give reason/ justify a request for an action refusal or prohibition",0
"RR","MK","Request to repeat utterance.","Mark occurrence of event (thank greet apologize congratulate etc.).",0
"RR","NA","Request to repeat utterance.","Intentionally nonsatisfying answer to question",0
"RR","OO","Request to repeat utterance.","Unintelligible vocalization.",0
"RR","PA","Request to repeat utterance.","Permit hearer to perform act.",0
"RR","PD","Request to repeat utterance.","Promise.",0
"RR","PF","Request to repeat utterance.","Prohibit/forbid/protest hearer's performance of an act",0
"RR","PM","Request to repeat utterance.","Praise for motor acts i.e for nonverbal behavior.",1
"RR","PR","Request to repeat utterance.","Perform verbal move in game.",0
"RR","QN","Request to repeat utterance.","Ask a product-question (wh-question)",1
"RR","RD","Request to repeat utterance.","Refuse to carry out an act requested or proposed by other.",1
"RR","RP","Request to repeat utterance.","Request propose or suggest an action for hearer or for hearer and speaker.",0
"RR","RQ","Request to repeat utterance.","Yes/no question or suggestion about hearer's wishes and intentions",0
"RR","RR","Request to repeat utterance.","Request to repeat utterance.",1
"RR","RT","Request to repeat utterance.","Repeat or imitate other's utterance.",1
"RR","SA","Request to repeat utterance.","Answer a wh-question with a statement.",1
"RR","SI","Request to repeat utterance.","State intent to carry out act by speaker.",0
"RR","SS","Request to repeat utterance.","Signal to start performing an act such as running or rolling a ball",0
"RR","ST","Request to repeat utterance.","Make a declarative statement.",0
"RR","TO","Request to repeat utterance.","Mark transfer of object to hearer",0
"RR","TQ","Request to repeat utterance.","Ask a limited-alternative yes/no question.",0
"RR","TX","Request to repeat utterance.","Read or recite written text aloud.",0
"RR","WD","Request to repeat utterance.","Warn of danger.",1
"RR","XA","Request to repeat utterance.","Exhibit attentiveness to hearer.",1
"RR","YQ","Request to repeat utterance.","Ask a yes/no question.",0
"RR","YY","Request to repeat utterance.","Make a word-like utterance without clear function.",0
